timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1768253884035,0,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253887020,4,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,4,0,0
1768253887025,1,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,1,0,0
1768253887027,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253887028,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253887029,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253887031,0,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253890021,4,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,4,0,1
1768253890026,1,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,1,0,0
1768253890028,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253890029,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253890031,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253890032,1,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253893023,3,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,3,0,0
1768253893026,2,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,2,0,0
1768253893028,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253893030,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253893031,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253893032,0,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253896022,5,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,5,0,1
1768253896027,3,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,3,0,0
1768253896030,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253896032,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253896033,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253896034,1,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253899019,9,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,9,0,1
1768253899028,2,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,2,0,0
1768253899030,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253899032,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253899033,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253899034,1,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253902023,4,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,4,0,0
1768253902028,1,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,1,0,0
1768253902030,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253902031,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253902032,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253902034,0,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253905023,7,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,7,0,0
1768253905031,1,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,1,0,0
1768253905033,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253905034,2,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,2,0,0
1768253905036,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253905037,0,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253908022,6,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,6,0,1
1768253908028,2,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,2,0,0
1768253908030,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253908031,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253908032,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253908033,1,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253911021,4,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,4,0,1
1768253911025,2,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,2,0,0
1768253911028,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253911029,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253911031,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253911032,1,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253914023,4,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,4,0,0
1768253914027,2,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,2,0,0
1768253914029,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253914030,2,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,2,0,0
1768253914032,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253914033,0,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253917023,5,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,5,0,1
1768253917028,3,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,3,0,0
1768253917032,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253917033,2,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,2,0,0
1768253917035,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253917036,1,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253920022,5,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,5,0,0
1768253920027,3,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,3,0,0
1768253920031,1,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253920033,2,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,2,0,0
1768253920035,2,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,2,0,0
1768253920038,0,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253923022,5,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,5,0,1
1768253923027,2,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,2,0,0
1768253923030,2,HTTP Request - GET Character by ID,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,267,159,1,1,http://localhost:3001/character/4,1,0,0
1768253923032,1,HTTP Request - PUT Update Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,275,228,1,1,http://localhost:3001/character/4,1,0,0
1768253923034,1,HTTP Request - DELETE Character,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,293,181,1,1,http://localhost:3001/character/4,1,0,0
1768253923035,1,JSR223 Sampler,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,0,0,1,1,null,0,0,0
1768253926022,5,HTTP Request - GET All Characters,200,OK,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,340,158,1,1,http://localhost:3001/characters,5,0,1
1768253926027,2,HTTP Request - POST Create Character,201,Created,bzm - Arrivals Thread Group-ThreadStarter 1-1,text,true,,272,215,1,1,http://localhost:3001/character,2,0,0
